"Date","Price","Open","High","Low","Change %"
"04/13/2017","-0.850","-0.850","-0.850","-0.850","-2.30%"
"04/12/2017","-0.870","-0.870","-0.870","-0.870","-2.25%"
"04/11/2017","-0.890","-0.890","-0.890","-0.890","-1.11%"
"04/10/2017","-0.900","-0.900","-0.900","-0.900","0.00%"
"04/09/2017","-0.900","-0.900","-0.900","-0.900","2.27%"
"04/07/2017","-0.880","-0.880","-0.880","-0.880","0.00%"
"04/06/2017","-0.880","-0.880","-0.880","-0.880","1.15%"
"04/05/2017","-0.870","-0.870","-0.870","-0.870","0.00%"
"04/04/2017","-0.870","-0.870","-0.870","-0.870","1.16%"
"04/03/2017","-0.860","-0.860","-0.860","-0.860","-5.49%"
"04/01/2017","-0.910","-0.840","-0.840","-0.910","7.06%"
"03/31/2017","-0.850","-0.850","-0.850","-0.850","-2.30%"
"03/30/2017","-0.870","-0.870","-0.870","-0.870","0.00%"
"03/29/2017","-0.870","-0.870","-0.870","-0.870","-2.25%"
"03/28/2017","-0.890","-0.890","-0.890","-0.890","-2.20%"
"03/27/2017","-0.910","-0.910","-0.910","-0.910","-1.09%"
"03/26/2017","-0.920","-0.920","-0.920","-0.920","1.10%"
"03/25/2017","-0.910","-0.910","-0.890","-0.910","3.41%"
"03/24/2017","-0.880","-0.880","-0.880","-0.880","0.00%"
"03/23/2017","-0.880","-0.880","-0.880","-0.880","2.33%"
"03/22/2017","-0.860","-0.860","-0.860","-0.860","0.00%"
"03/21/2017","-0.860","-0.860","-0.860","-0.860","2.38%"
"03/20/2017","-0.840","-0.840","-0.840","-0.840","-4.55%"
"03/19/2017","-0.880","-0.880","-0.880","-0.880","3.53%"
"03/18/2017","-0.850","-0.850","-0.830","-0.850","0.00%"
"03/17/2017","-0.850","-0.850","-0.850","-0.850","-2.30%"
"03/16/2017","-0.870","-0.870","-0.870","-0.870","2.35%"
"03/15/2017","-0.850","-0.850","-0.850","-0.850","-3.41%"
"03/14/2017","-0.880","-0.880","-0.880","-0.880","1.15%"
"03/13/2017","-0.870","-0.870","-0.870","-0.870","1.16%"
"03/11/2017","-0.860","-0.880","-0.860","-0.880","0.00%"
"03/10/2017","-0.860","-0.860","-0.860","-0.860","2.38%"
"03/09/2017","-0.840","-0.840","-0.840","-0.840","0.00%"
"03/08/2017","-0.840","-0.840","-0.840","-0.840","-6.67%"
"03/07/2017","-0.900","-0.900","-0.900","-0.900","3.45%"
"03/06/2017","-0.870","-0.870","-0.870","-0.870","1.16%"
"03/03/2017","-0.860","-0.860","-0.860","-0.860","-1.15%"
"03/02/2017","-0.870","-0.870","-0.870","-0.870","1.16%"
"03/01/2017","-0.860","-0.860","-0.860","-0.860","-4.44%"
"02/28/2017","-0.900","-0.900","-0.900","-0.900","-2.17%"
"02/27/2017","-0.920","-0.920","-0.920","-0.920","2.22%"
"02/25/2017","-0.900","-0.930","-0.880","-0.930","2.27%"
"02/24/2017","-0.880","-0.880","-0.880","-0.880","-3.30%"
